%1. Title: Results of Features
%2. Sources:
%	Authors: Ferran Cantarino i Marc Rabat
@RELATION 150_Features
@ATTRIBUTE cancer NUMERIC
@ATTRIBUTE people NUMERIC
@ATTRIBUTE music NUMERIC
@ATTRIBUTE time NUMERIC
@ATTRIBUTE years NUMERIC
@ATTRIBUTE year NUMERIC
@ATTRIBUTE good NUMERIC
@ATTRIBUTE breast NUMERIC
@ATTRIBUTE back NUMERIC
@ATTRIBUTE make NUMERIC
@ATTRIBUTE work NUMERIC
@ATTRIBUTE lot NUMERIC
@ATTRIBUTE day NUMERIC
@ATTRIBUTE house NUMERIC
@ATTRIBUTE made NUMERIC
@ATTRIBUTE home NUMERIC
@ATTRIBUTE life NUMERIC
@ATTRIBUTE uk NUMERIC
@ATTRIBUTE great NUMERIC
@ATTRIBUTE city NUMERIC
@ATTRIBUTE week NUMERIC
@ATTRIBUTE big NUMERIC
@ATTRIBUTE thing NUMERIC
@ATTRIBUTE women NUMERIC
@ATTRIBUTE started NUMERIC
@ATTRIBUTE 000 NUMERIC
@ATTRIBUTE things NUMERIC
@ATTRIBUTE book NUMERIC
@ATTRIBUTE world NUMERIC
@ATTRIBUTE party NUMERIC
@ATTRIBUTE put NUMERIC
@ATTRIBUTE government NUMERIC
@ATTRIBUTE working NUMERIC
@ATTRIBUTE support NUMERIC
@ATTRIBUTE find NUMERIC
@ATTRIBUTE making NUMERIC
@ATTRIBUTE called NUMERIC
@ATTRIBUTE love NUMERIC
@ATTRIBUTE patients NUMERIC
@ATTRIBUTE play NUMERIC
@ATTRIBUTE ago NUMERIC
@ATTRIBUTE long NUMERIC
@ATTRIBUTE london NUMERIC
@ATTRIBUTE family NUMERIC
@ATTRIBUTE care NUMERIC
@ATTRIBUTE part NUMERIC
@ATTRIBUTE end NUMERIC
@ATTRIBUTE live NUMERIC
@ATTRIBUTE place NUMERIC
@ATTRIBUTE show NUMERIC
@ATTRIBUTE stuff NUMERIC
@ATTRIBUTE night NUMERIC
@ATTRIBUTE album NUMERIC
@ATTRIBUTE money NUMERIC
@ATTRIBUTE minister NUMERIC
@ATTRIBUTE playing NUMERIC
@ATTRIBUTE days NUMERIC
@ATTRIBUTE research NUMERIC
@ATTRIBUTE bit NUMERIC
@ATTRIBUTE feel NUMERIC
@ATTRIBUTE treatment NUMERIC
@ATTRIBUTE months NUMERIC
@ATTRIBUTE told NUMERIC
@ATTRIBUTE health NUMERIC
@ATTRIBUTE man NUMERIC
@ATTRIBUTE set NUMERIC
@ATTRIBUTE kids NUMERIC
@ATTRIBUTE india NUMERIC
@ATTRIBUTE found NUMERIC
@ATTRIBUTE dj NUMERIC
@ATTRIBUTE school NUMERIC
@ATTRIBUTE friends NUMERIC
@ATTRIBUTE tracks NUMERIC
@ATTRIBUTE thought NUMERIC
@ATTRIBUTE information NUMERIC
@ATTRIBUTE early NUMERIC
@ATTRIBUTE wanted NUMERIC
@ATTRIBUTE sound NUMERIC
@ATTRIBUTE club NUMERIC
@ATTRIBUTE cover NUMERIC
@ATTRIBUTE young NUMERIC
@ATTRIBUTE moment NUMERIC
@ATTRIBUTE 1 NUMERIC
@ATTRIBUTE men NUMERIC
@ATTRIBUTE kind NUMERIC
@ATTRIBUTE start NUMERIC
@ATTRIBUTE state NUMERIC
@ATTRIBUTE point NUMERIC
@ATTRIBUTE cent NUMERIC
@ATTRIBUTE give NUMERIC
@ATTRIBUTE high NUMERIC
@ATTRIBUTE coming NUMERIC
@ATTRIBUTE times NUMERIC
@ATTRIBUTE label NUMERIC
@ATTRIBUTE record NUMERIC
@ATTRIBUTE job NUMERIC
@ATTRIBUTE important NUMERIC
@ATTRIBUTE news NUMERIC
@ATTRIBUTE top NUMERIC
@ATTRIBUTE real NUMERIC
@ATTRIBUTE today NUMERIC
@ATTRIBUTE public NUMERIC
@ATTRIBUTE track NUMERIC
@ATTRIBUTE 10 NUMERIC
@ATTRIBUTE past NUMERIC
@ATTRIBUTE case NUMERIC
@ATTRIBUTE fact NUMERIC
@ATTRIBUTE idea NUMERIC
@ATTRIBUTE blog NUMERIC
@ATTRIBUTE taking NUMERIC
@ATTRIBUTE read NUMERIC
@ATTRIBUTE side NUMERIC
@ATTRIBUTE children NUMERIC
@ATTRIBUTE hard NUMERIC
@ATTRIBUTE change NUMERIC
@ATTRIBUTE story NUMERIC
@ATTRIBUTE york NUMERIC
@ATTRIBUTE books NUMERIC
@ATTRIBUTE yeah NUMERIC
@ATTRIBUTE left NUMERIC
@ATTRIBUTE recently NUMERIC
@ATTRIBUTE number NUMERIC
@ATTRIBUTE month NUMERIC
@ATTRIBUTE scene NUMERIC
@ATTRIBUTE prime NUMERIC
@ATTRIBUTE parties NUMERIC
@ATTRIBUTE website NUMERIC
@ATTRIBUTE market NUMERIC
@ATTRIBUTE india.s NUMERIC
@ATTRIBUTE hospital NUMERIC
@ATTRIBUTE bad NUMERIC
@ATTRIBUTE country NUMERIC
@ATTRIBUTE full NUMERIC
@ATTRIBUTE played NUMERIC
@ATTRIBUTE charity NUMERIC
@ATTRIBUTE living NUMERIC
@ATTRIBUTE asked NUMERIC
@ATTRIBUTE weeks NUMERIC
@ATTRIBUTE head NUMERIC
@ATTRIBUTE local NUMERIC
@ATTRIBUTE pretty NUMERIC
@ATTRIBUTE 2 NUMERIC
@ATTRIBUTE hope NUMERIC
@ATTRIBUTE small NUMERIC
@ATTRIBUTE nice NUMERIC
@ATTRIBUTE nhs NUMERIC
@ATTRIBUTE medical NUMERIC
@ATTRIBUTE records NUMERIC
@ATTRIBUTE disease NUMERIC
@ATTRIBUTE future NUMERIC
@ATTRIBUTE class {male, female}
@DATA
0.001160092807424594,0.001160092807424594,0.0,0.001160092807424594,0.001160092807424594,0.001160092807424594,0.0,0.001160092807424594,0.0,0.0,0.0,0.0,0.0,0.0,0.001160092807424594,0.001160092807424594,0.001160092807424594,0.0,0.0,0.0,0.001160092807424594,0.001160092807424594,0.0,0.001160092807424594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001160092807424594,0.001160092807424594,0.0,0.0,0.0,0.001160092807424594,0.0,0.001160092807424594,0.0,0.0,0.001160092807424594,0.0,0.0,0.0,0.0,0.0,0.001160092807424594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001160092807424594,0.001160092807424594,0.001160092807424594,0.0,0.001160092807424594,0.0,0.0,0.0,0.001160092807424594,0.0,0.0,0.001160092807424594,0.0,0.0,0.0,0.001160092807424594,0.0,0.0,0.0,0.0,0.001160092807424594,0.0,0.0,0.001160092807424594,0.0,0.0,0.0,0.0,0.0,0.0,0.001160092807424594,0.0,0.0,0.0,0.0,0.0,0.0,0.001160092807424594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001160092807424594,0.0,0.001160092807424594,0.0,0.001160092807424594,0.001160092807424594,0.0,0.001160092807424594,0.0,0.0,0.0,0.001160092807424594,0.0,0.0,0.0,0.0,0.0,0.0,0.001160092807424594,0.0,0.0,0.001160092807424594,0.0,0.0,0.0,0.0,0.001160092807424594,0.0,0.0,0.001160092807424594,0.001160092807424594,0.001160092807424594,0.001160092807424594,0.001160092807424594,0.001160092807424594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,female
0.0,0.0013869625520110957,0.0,0.0,0.0013869625520110957,0.0,0.0013869625520110957,0.0,0.0,0.0,0.0,0.0013869625520110957,0.0013869625520110957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013869625520110957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013869625520110957,0.0,0.0,0.0013869625520110957,0.0,0.0,0.0,0.0013869625520110957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013869625520110957,0.0013869625520110957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013869625520110957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013869625520110957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013869625520110957,0.0,0.0,0.0,0.0,0.0013869625520110957,0.0,0.0,0.0,0.0,0.0,0.0013869625520110957,0.0,0.0,0.0013869625520110957,0.0,0.0,0.0,0.0,0.0013869625520110957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013869625520110957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013869625520110957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,male
0.0,0.0,0.0012738853503184713,0.0,0.0012738853503184713,0.0,0.0012738853503184713,0.0,0.0,0.0,0.0012738853503184713,0.0,0.0012738853503184713,0.0,0.0012738853503184713,0.0,0.0,0.0,0.0,0.0,0.0012738853503184713,0.0012738853503184713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012738853503184713,0.0,0.0012738853503184713,0.0,0.0012738853503184713,0.0012738853503184713,0.0,0.0,0.0,0.0,0.0,0.0012738853503184713,0.0012738853503184713,0.0012738853503184713,0.0,0.0,0.0,0.0,0.0,0.0012738853503184713,0.0,0.0,0.0012738853503184713,0.0,0.0,0.0012738853503184713,0.0,0.0012738853503184713,0.0,0.0,0.0,0.0,0.0012738853503184713,0.0,0.0,0.0,0.0,0.0,0.0012738853503184713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012738853503184713,0.0,0.0,0.0012738853503184713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012738853503184713,0.0012738853503184713,0.0,0.0,0.0012738853503184713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012738853503184713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012738853503184713,0.0,0.0,0.0012738853503184713,0.0,0.0,0.0,0.0012738853503184713,0.0,0.0,0.0,0.0012738853503184713,0.0,0.0012738853503184713,0.0,0.0,0.0,0.0,0.0012738853503184713,0.0,0.0,0.0,0.0,0.0,0.0,male
0.0,0.0005091649694501018,0.0005091649694501018,0.0005091649694501018,0.0005091649694501018,0.0,0.0005091649694501018,0.0,0.0005091649694501018,0.0005091649694501018,0.0005091649694501018,0.0005091649694501018,0.0005091649694501018,0.0005091649694501018,0.0,0.0,0.0005091649694501018,0.0005091649694501018,0.0005091649694501018,0.0,0.0005091649694501018,0.0005091649694501018,0.0005091649694501018,0.0,0.0,0.0,0.0005091649694501018,0.0,0.0005091649694501018,0.0,0.0005091649694501018,0.0,0.0005091649694501018,0.0,0.0005091649694501018,0.0005091649694501018,0.0005091649694501018,0.0005091649694501018,0.0,0.0005091649694501018,0.0005091649694501018,0.0,0.0005091649694501018,0.0005091649694501018,0.0,0.0005091649694501018,0.0005091649694501018,0.0005091649694501018,0.0005091649694501018,0.0005091649694501018,0.0005091649694501018,0.0005091649694501018,0.0005091649694501018,0.0005091649694501018,0.0,0.0005091649694501018,0.0,0.0005091649694501018,0.0005091649694501018,0.0005091649694501018,0.0,0.0,0.0,0.0,0.0,0.0005091649694501018,0.0,0.0005091649694501018,0.0,0.0005091649694501018,0.0,0.0,0.0005091649694501018,0.0005091649694501018,0.0005091649694501018,0.0005091649694501018,0.0,0.0005091649694501018,0.0,0.0,0.0005091649694501018,0.0005091649694501018,0.0,0.0,0.0005091649694501018,0.0,0.0,0.0,0.0,0.0005091649694501018,0.0,0.0005091649694501018,0.0005091649694501018,0.0,0.0,0.0,0.0,0.0,0.0005091649694501018,0.0005091649694501018,0.0005091649694501018,0.0,0.0005091649694501018,0.0005091649694501018,0.0,0.0,0.0,0.0005091649694501018,0.0,0.0005091649694501018,0.0,0.0,0.0,0.0,0.0,0.0005091649694501018,0.0005091649694501018,0.0005091649694501018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005091649694501018,0.0,0.0005091649694501018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,male
0.0,0.0009328358208955224,0.0009328358208955224,0.0009328358208955224,0.0009328358208955224,0.0009328358208955224,0.0,0.0,0.0009328358208955224,0.0,0.0009328358208955224,0.0,0.0009328358208955224,0.0,0.0009328358208955224,0.0,0.0009328358208955224,0.0,0.0009328358208955224,0.0,0.0,0.0,0.0009328358208955224,0.0,0.0009328358208955224,0.0,0.0009328358208955224,0.0,0.0009328358208955224,0.0,0.0,0.0,0.0009328358208955224,0.0009328358208955224,0.0009328358208955224,0.0009328358208955224,0.0,0.0009328358208955224,0.0,0.0,0.0009328358208955224,0.0,0.0009328358208955224,0.0,0.0,0.0009328358208955224,0.0,0.0009328358208955224,0.0,0.0009328358208955224,0.0,0.0009328358208955224,0.0009328358208955224,0.0,0.0,0.0009328358208955224,0.0,0.0,0.0,0.0009328358208955224,0.0,0.0,0.0009328358208955224,0.0,0.0,0.0009328358208955224,0.0,0.0,0.0,0.0,0.0,0.0009328358208955224,0.0,0.0009328358208955224,0.0,0.0,0.0009328358208955224,0.0,0.0,0.0,0.0,0.0,0.0009328358208955224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009328358208955224,0.0009328358208955224,0.0009328358208955224,0.0009328358208955224,0.0,0.0009328358208955224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009328358208955224,0.0,0.0009328358208955224,0.0,0.0,0.0,0.0,0.0,0.0,0.0009328358208955224,0.0,0.0,0.0,0.0,0.0,0.0009328358208955224,0.0009328358208955224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009328358208955224,0.0009328358208955224,0.0,0.0,0.0,0.0,0.0009328358208955224,0.0,0.0009328358208955224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009328358208955224,male
0.0,0.0,0.0,0.0013089005235602095,0.0013089005235602095,0.0013089005235602095,0.0,0.0,0.0013089005235602095,0.0013089005235602095,0.0,0.0013089005235602095,0.0,0.0013089005235602095,0.0013089005235602095,0.0013089005235602095,0.0013089005235602095,0.0,0.0,0.0,0.0013089005235602095,0.0013089005235602095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013089005235602095,0.0,0.0,0.0,0.0013089005235602095,0.0013089005235602095,0.0013089005235602095,0.0,0.0013089005235602095,0.0013089005235602095,0.0,0.0,0.0013089005235602095,0.0013089005235602095,0.0,0.0,0.0013089005235602095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013089005235602095,0.0,0.0,0.0,0.0013089005235602095,0.0,0.0,0.0,0.0,0.0,0.0013089005235602095,0.0,0.0,0.0,0.0,0.0,0.0013089005235602095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013089005235602095,0.0,0.0,0.0,0.0,0.0013089005235602095,0.0,0.0013089005235602095,0.0,0.0,0.0,0.0,0.0,0.0013089005235602095,0.0,0.0,0.0,0.0,0.0,0.0013089005235602095,0.0,0.0,0.0013089005235602095,0.0,0.0,0.0,0.0,0.0,0.0,0.0013089005235602095,0.0,0.0,0.0013089005235602095,0.0,0.0,0.0,0.0,0.0,0.0,0.0013089005235602095,0.0,0.0,0.0,0.0,0.0,0.0013089005235602095,0.0,0.0,0.0,0.0013089005235602095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,male
0.0,0.0011862396204033216,0.0,0.0011862396204033216,0.0011862396204033216,0.0,0.0,0.0,0.0011862396204033216,0.0,0.0,0.0,0.0011862396204033216,0.0,0.0,0.0,0.0,0.0011862396204033216,0.0,0.0,0.0011862396204033216,0.0,0.0,0.0,0.0,0.0,0.0011862396204033216,0.0,0.0,0.0,0.0,0.0011862396204033216,0.0,0.0011862396204033216,0.0,0.0011862396204033216,0.0,0.0,0.0,0.0,0.0011862396204033216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011862396204033216,0.0,0.0,0.0,0.0,0.0011862396204033216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011862396204033216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011862396204033216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011862396204033216,0.0,0.0,0.0011862396204033216,0.0,0.0,0.0,0.0011862396204033216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011862396204033216,0.0,0.0,0.0,0.0011862396204033216,0.0,0.0,0.0,0.0,0.0011862396204033216,0.0,0.0,0.0,0.0011862396204033216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011862396204033216,0.0,0.0,0.0,0.0,0.0,0.0011862396204033216,0.0,0.0,0.0,0.0,0.0,0.0,male
0.0,0.0,0.0,0.001388888888888889,0.001388888888888889,0.001388888888888889,0.001388888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001388888888888889,0.001388888888888889,0.0,0.0,0.0,0.0,0.001388888888888889,0.001388888888888889,0.0,0.0,0.0,0.0,0.0,0.001388888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001388888888888889,0.0,0.0,0.0,0.0,0.0,0.001388888888888889,0.0,0.0,0.001388888888888889,0.001388888888888889,0.001388888888888889,0.0,0.001388888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001388888888888889,0.0,0.0,0.0,0.0,0.0,0.001388888888888889,0.0,0.0,0.0,0.0,0.001388888888888889,0.001388888888888889,0.001388888888888889,0.0,0.0,0.001388888888888889,0.001388888888888889,0.0,0.0,0.0,0.0,0.0,0.001388888888888889,0.001388888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001388888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001388888888888889,0.0,0.0,0.001388888888888889,0.0,0.001388888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001388888888888889,male
0.0,0.0,0.0,0.0009057971014492754,0.0009057971014492754,0.0,0.0009057971014492754,0.0,0.0009057971014492754,0.0009057971014492754,0.0,0.0009057971014492754,0.0009057971014492754,0.0,0.0,0.0009057971014492754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009057971014492754,0.0009057971014492754,0.0009057971014492754,0.0,0.0,0.0,0.0009057971014492754,0.0,0.0,0.0,0.0009057971014492754,0.0,0.0,0.0,0.0,0.0,0.0009057971014492754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009057971014492754,0.0009057971014492754,0.0,0.0,0.0009057971014492754,0.0,0.0,0.0,0.0009057971014492754,0.0009057971014492754,0.0,0.0009057971014492754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009057971014492754,0.0,0.0,0.0,0.0,0.0,0.0,0.0009057971014492754,0.0009057971014492754,0.0009057971014492754,0.0009057971014492754,0.0,0.0,0.0,0.0009057971014492754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009057971014492754,0.0009057971014492754,0.0009057971014492754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009057971014492754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009057971014492754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009057971014492754,0.0009057971014492754,0.0,0.0,0.0009057971014492754,0.0009057971014492754,0.0,0.0009057971014492754,0.0009057971014492754,0.0,0.0,0.0,0.0,0.0,female
0.0011723329425556857,0.0011723329425556857,0.0,0.0,0.0,0.0011723329425556857,0.0011723329425556857,0.0011723329425556857,0.0,0.0011723329425556857,0.0011723329425556857,0.0,0.0011723329425556857,0.0,0.0011723329425556857,0.0,0.0,0.0011723329425556857,0.0011723329425556857,0.0011723329425556857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011723329425556857,0.0,0.0011723329425556857,0.0011723329425556857,0.0,0.0,0.0,0.0011723329425556857,0.0,0.0,0.0,0.0011723329425556857,0.0,0.0,0.0,0.0,0.0011723329425556857,0.0,0.0,0.0,0.0,0.0,0.0011723329425556857,0.0011723329425556857,0.0,0.0011723329425556857,0.0011723329425556857,0.0,0.0011723329425556857,0.0011723329425556857,0.0,0.0,0.0011723329425556857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011723329425556857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011723329425556857,0.0,0.0,0.0011723329425556857,0.0,0.0011723329425556857,0.0,0.0,0.0011723329425556857,0.0,0.0011723329425556857,0.0,0.0011723329425556857,0.0,0.0,0.0,0.0011723329425556857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011723329425556857,0.0,0.0011723329425556857,0.0,0.0,0.0011723329425556857,0.0,0.0,0.0011723329425556857,0.0,0.0011723329425556857,0.0,0.0,0.0,0.0,0.0,0.0011723329425556857,0.0,0.0,0.0,0.0011723329425556857,female
0.0,0.0,0.0,0.0017006802721088435,0.0017006802721088435,0.0,0.0017006802721088435,0.0,0.0,0.0,0.0,0.0,0.0017006802721088435,0.0,0.0,0.0017006802721088435,0.0017006802721088435,0.0,0.0,0.0,0.0,0.0017006802721088435,0.0017006802721088435,0.0017006802721088435,0.0,0.0,0.0,0.0017006802721088435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017006802721088435,0.0017006802721088435,0.0,0.0,0.0017006802721088435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017006802721088435,0.0,0.0017006802721088435,0.0017006802721088435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017006802721088435,0.0,0.0,0.0,0.0,0.0017006802721088435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017006802721088435,0.0017006802721088435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017006802721088435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017006802721088435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017006802721088435,0.0,0.0,0.0,0.0017006802721088435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017006802721088435,0.0017006802721088435,0.0,0.0,0.0,0.0,0.0,female
0.0,0.0,0.0,0.0012345679012345679,0.0012345679012345679,0.0012345679012345679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012345679012345679,0.0,0.0,0.0,0.0,0.0,0.0012345679012345679,0.0012345679012345679,0.0,0.0,0.0,0.0012345679012345679,0.0,0.0012345679012345679,0.0,0.0,0.0,0.0012345679012345679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012345679012345679,0.0,0.0,0.0012345679012345679,0.0,0.0012345679012345679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012345679012345679,0.0,0.0,0.0012345679012345679,0.0,0.0012345679012345679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012345679012345679,0.0,0.0,0.0012345679012345679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012345679012345679,0.0,0.0,0.0,0.0,0.0012345679012345679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012345679012345679,0.0,0.0,0.0,0.0,0.0,0.0012345679012345679,0.0,0.0,0.0,0.0012345679012345679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012345679012345679,0.0,0.0012345679012345679,0.0,0.0012345679012345679,0.0012345679012345679,0.0,0.0012345679012345679,0.0,0.0,0.0,0.0,0.0,0.0,0.0012345679012345679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012345679012345679,0.0,0.0,0.0,male
0.0,0.0016420361247947454,0.0,0.0,0.0,0.0016420361247947454,0.0016420361247947454,0.0,0.0016420361247947454,0.0016420361247947454,0.0016420361247947454,0.0016420361247947454,0.0016420361247947454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016420361247947454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016420361247947454,0.0,0.0,0.0,0.0016420361247947454,0.0,0.0016420361247947454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016420361247947454,0.0016420361247947454,0.0016420361247947454,0.0,0.0,0.0016420361247947454,0.0,0.0,0.0,0.0,0.0,0.0,0.0016420361247947454,0.0,0.0,0.0,0.0,0.0,0.0,0.0016420361247947454,0.0,0.0,0.0,0.0,0.0,0.0,0.0016420361247947454,0.0,0.0,0.0,0.0016420361247947454,0.0,0.0016420361247947454,0.0,0.0,0.0016420361247947454,0.0,0.0,0.0,0.0,0.0,0.0016420361247947454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016420361247947454,0.0016420361247947454,0.0,0.0,0.0,0.0,0.0016420361247947454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016420361247947454,0.0,0.0,0.0,0.0016420361247947454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,female
